FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1055 Registros;;;;;;;;;;;;;;;;;;;543251,3;0;2714,46;100503,5;;;440048,35;;7260,95000000001;440048,35;;33443,37;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
C170;09/2025-67903807000105;5A6288A35B040CAE084C28E92EEA86B8;B220CB93AA130AD04CB99E4A310ED498;55;35250926337396000150550010000312341126880586;31234;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;26446;5601237400257 VIN PRT JP AZEITAO ROSE 750 ML;22042100;;1102;200;854,66;;0;213,67;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;640,99;0,0165;10,58;640,99;0,076;48,72;;;;;;;;;;
C170;09/2025-67903807000105;5A6288A35B040CAE084C28E92EEA86B8;9A92B3F71558B338D59FEBFEF4BF935D;55;35250926337396000150550010000312341126880586;31234;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;38611;5603238473766 VIN PRT PENEDO GORDO TINTO 750ML;22042100;;1102;200;1139,54;;0;284,89;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;854,65;0,0165;14,1;854,65;0,076;64,95;;;;;;;;;;
C170;09/2025-67903807000105;5A6288A35B040CAE084C28E92EEA86B8;DE5826FF625450790E7D250BA3ECC15D;55;35250926337396000150550010000312341126880586;31234;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;78998572918013;5604424108011 VIN PRT QTA DE BONS VENTOS TT 750ML;22042100;;1102;000;2278,86;;0;569,72;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1709,14;0,0165;28,2;1709,14;0,076;129,89;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;89C9745290DAE67FB342B3519F997D4F;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;52571;7897744505433 ALCOOL 46 CHA BRANCO 1L COPERALCOOL;38089419;;1102;000;492;;0;88,56;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;403,44;0,0165;6,66;403,44;0,076;30,66;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;EDD140B524150CAD0DF172A704D65704;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948135422;7897744501015 DESINF CONC CITRONELA 3 EM 1 120ML COALA;38089419;;1102;000;243,5;;0;43,83;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;199,67;0,0165;3,29;199,67;0,076;15,17;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;C87D048BCFD31CFD57357C07B48D345B;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;48126;7897744500216 DESINF CONC COALA EUCALIP CITRIODOR 140G;38089419;;1102;000;500,69;;0;90,12;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;410,57;0,0165;6,77;410,57;0,076;31,2;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;305458EAB7143E8D9DA22812D3AF7B23;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948139185;7897744502746 DESINF CONC CRAVO E CANELA 120ML COALA;38089419;;1102;000;478,34;;0;86,1;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;392,24;0,0165;6,47;392,24;0,076;29,81;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;A4D10E9EAC342623CD73314BF1EFA5AC;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948103834;PEITO DE PERU DEFUMADO S/CASCA SADIA KG;16023100;;1102;000;455,09;;0;81,92;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;373,17;0,0165;6,16;373,17;0,076;28,36;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;8088FFE56498803F6EAD44D25B9429A4;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;40479;7891022101492 DESINF PINHO BRIL BRISA DO MAR 500 ML;38089419;;1102;000;136,34;;0;24,54;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;111,8;0,0165;1,84;111,8;0,076;8,5;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;4EEC1D10213CF9E37BDBC94C62B12AEE;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;45683;7891022859515 DESINF PINHO BRIL FLORAL 500ML;38089419;;1102;000;129,73;;0;23,35;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;106,38;0,0165;1,76;106,38;0,076;8,08;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;A9F32744E754A7CFDC3854FCB54B0B66;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;37634;7891022080025 DESINF PINHO BRIL SILVESTRE 500 ML;38089419;;1102;000;136,34;;0;24,54;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;111,8;0,0165;1,84;111,8;0,076;8,5;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;FC18D0B9E9A98CE14950947DAB29CBBD;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948125331;7898930673592 PAPEL ASSALIGHT WYDA 29CMX3M;48062000;;1102;000;227,24;;0;40,9;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;186,34;0,0165;3,07;186,34;0,076;14,16;;;;;;;;;;
C170;09/2025-67903807000105;3955670315E027063669F0B6ECD46FC6;D020587B99C08335DF00009F822B97D6;55;35250926337396000150550010000312351105306349;31235;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;43625;7891035322495 CERA LIQ POLIFLOR INCOLOR 750ML;34059000;;1102;000;183;;0;32,94;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;150,06;0,0165;2,48;150,06;0,076;11,4;;;;;;;;;;
C170;09/2025-67903807000105;DE90A2F4CA8ED17AE49DBBEFE09B169E;112FBC4676B89F44A243FD525ED2EE89;55;35250926337396000150550010000312611899407619;31261;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948149998;7896105801269 BATATA MCCAIN PRE FRITA FININHA 1,05KG;20041000;;1102;020;218,31;;0;26,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;192,11;0,0165;3,17;192,11;0,076;14,6;;;;;;;;;;
C170;09/2025-67903807000105;DE90A2F4CA8ED17AE49DBBEFE09B169E;C127E0913FF350C015A75D014200CFB2;55;35250926337396000150550010000312611899407619;31261;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;51222;7896105800798 BATATA MCCAIN PRE FRITA TRADIC 1,5KG;20041000;;1102;020;265,81;;0;31,9;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;233,91;0,0165;3,86;233,91;0,076;17,78;;;;;;;;;;
C170;09/2025-67903807000105;DE90A2F4CA8ED17AE49DBBEFE09B169E;02AB3B4C2FDBF5C80676568B7E5D3378;55;35250926337396000150550010000312611899407619;31261;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948106195;QJO ESTEPE PJ KG;04069020;;1102;020;478,17;;0;57,38;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;420,79;0,0165;6,94;420,79;0,076;31,98;;;;;;;;;;
C170;09/2025-67903807000105;DE90A2F4CA8ED17AE49DBBEFE09B169E;724DC1970A8724292C7F08C52D9AF814;55;35250926337396000150550010000312611899407619;31261;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948105717;QJO GOUDA PJ KG;04069020;;1102;020;453,89;;0;54,47;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;399,42;0,0165;6,59;399,42;0,076;30,36;;;;;;;;;;
C170;09/2025-67903807000105;DE90A2F4CA8ED17AE49DBBEFE09B169E;9C68DD82B7DB11F956308392155DE04F;55;35250926337396000150550010000312611899407619;31261;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948145982;7908328201051 QJO RALADO ITALIANO RAR 40G;04062000;;1102;020;568,1;;0;68,18;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;499,92;0,0165;8,25;499,92;0,076;37,99;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;7E37BB89069D1D31243B4DBC0E0F7AA6;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948122723;7898930672434 ROLO DE ALUMINIO WYDA 4,0X0,30;76071110;;1102;000;165,3;;0;29,75;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;135,55;0,0165;2,24;135,55;0,076;10,3;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;340BE7A70A9CB77BABA710899637438A;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;29029;7898908593648 VINAG SR VICCINO MACA ALMAROMI 5,5% 400M;22090000;;1102;020;250,34;;0;17,52;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;232,82;0,0165;3,84;232,82;0,076;17,69;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;11EFCB20D8A4C51361A8700928A52721;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;18864;7896048255013 VINAGRE CASTELO DE ALCOOL LIMAO 750ML UN;22090000;;1102;520;69,66;;0;4,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;64,78;0,0165;1,07;64,78;0,076;4,92;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;C1D5032CF1733A85700EB7833A3D6045;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;22422;7896048282484 VINAGRE CASTELO DE HORTELA 750;22090000;;1102;520;76,15;;0;5,33;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;70,82;0,0165;1,17;70,82;0,076;5,38;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;B6BEFD62FD00D3DCD2631847E26471B9;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;18863;7896048200105 VINAGRE CASTELO FRUTA MACA 750ML UN;22090000;;1102;020;250,34;;0;17,52;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;232,82;0,0165;3,84;232,82;0,076;17,69;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;4968A7953B62697EC497CF2C71ED555D;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948112821;7896048254016 VINAGRE DE ARROZ CASTELO 750ML;22090000;;1102;020;102,37;;0;7,17;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;95,2;0,0165;1,57;95,2;0,076;7,24;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;D8D9639FBDE129F56CF3B390013B0390;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;15259;7896048258038 VINAGRE DE VINHO BRANCO CASTELO 750 ML;22090000;;1102;520;104,54;;0;7,32;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;97,22;0,0165;1,6;97,22;0,076;7,39;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;BC852DA14E51F4845EB41A84A44D1F5F;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;15258;7896048258014 VINAGRE TINTO CASTELO 750 ML;22090000;;1102;020;102,49;;0;7,17;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;95,32;0,0165;1,57;95,32;0,076;7,24;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;EDA5C7581CDF66766EDF18B39B949CC0;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;32724;7898908593679 VINAGRE BALSAMICO VICCINO 250 ML;22090000;;1102;020;682,86;;0;81,95;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;600,91;0,0165;9,92;600,91;0,076;45,67;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;0BE14C5351AD7FEA84D37639C7C1D7B4;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;41067;7898908593730 VINAG DE ARROZ ORG SENHOR VICCINO 250ML;22090000;;1102;020;1001,38;;0;70,1;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;931,28;0,0165;15,37;931,28;0,076;70,78;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;79AB27945F3DCEB603B1C6EB4CEBE37B;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;36482;7898908593631 VINAGRE VINHO TINTO 400ML ALMAROMI;22090000;;1102;020;409,03;;0;28,63;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;380,4;0,0165;6,28;380,4;0,076;28,91;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;F9DB64D6AB87803078FF1BBE8A880C3F;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948109055;QUINOA GRAO MIX DESC KG;11041900;;1102;020;949,53;;0;113,95;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;835,58;0,0165;13,79;835,58;0,076;63,5;;;;;;;;;;
C170;09/2025-67903807000105;349B2B5E1F27C797A4F04CB7E07D8BD7;FE97E23AE3EF17B9CA04981DD911B6BF;55;35250926337396000150550010000312651107126550;31265;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948119396;SEMENTE DE CHIA KG;12079990;;1102;020;1424,53;;0;170,95;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1253,58;0,0165;20,68;1253,58;0,076;95,27;;;;;;;;;;
C170;09/2025-67903807000105;C8F762D446D23259E02A5C6232A369F2;A72012DC5F94F62DA158CBF1FDA4646D;55;35250926337396000150550010000312681463249820;31268;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;44018;7896202891484 DOCE DE LEITE 360G OLIVEIRA;19019090;;1102;020;182,88;;0;21,95;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;160,93;0,0165;2,66;160,93;0,076;12,23;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;AA082D1F62231538FF05EB716B5839A7;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;11325;7898276971000 ESPUM NAC C.VALDUGA ARTE BRUT 750ML;22042100;;1102;000;1367,54;;0;341,89;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1025,65;0,0165;16,92;1025,65;0,076;77,95;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;889057E3B0D6D59B654E58006EAAEB3E;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;78998572976911;7896023082634 ESPUM NAC SALTON MOSCATEL 750ML;22042100;;1102;000;797,55;;0;199,39;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;598,16;0,0165;9,87;598,16;0,076;45,46;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;EA14B3BF6CE8545A84355636A01302B6;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;37111;7798304611345 VIN ARG AGUILA NERA RSVA MALBEC 750ML;22042100;;1102;200;1025,66;;0;256,42;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;769,24;0,0165;12,69;769,24;0,076;58,46;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;942D9E05E2547CC3A580FB9BAF8FC45C;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;13275;7798126080626 VIN ARG ALMA NEGRA BLEND 2018 750ML;22042100;;1102;000;4103,54;;0;1025,89;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;3077,65;0,0165;50,78;3077,65;0,076;233,9;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;A70FB2090AEE30A3D177D76211A918DB;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;13286;7793440001241 VIN ARG BENJ NIETO S. MALB BONAR 750ML;22042100;;1102;000;1127,92;;0;281,98;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;845,94;0,0165;13,96;845,94;0,076;64,29;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;E44214660D2DD7CAAECA411FBEDDDE28;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948121091;7798108830737 VIN ARG CALLIA CHARDONNAY 750ML;22042100;;1102;200;1281,93;;0;320,48;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;961,45;0,0165;15,86;961,45;0,076;73,07;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;C18336D003C05ECC5E39E6456A737356;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;97898948112592;7794450002570 VIN ARG CATENA CAB SAU 750ML;22042100;;1102;200;1823,77;;0;455,94;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1367,83;0,0165;22,57;1367,83;0,076;103,96;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;D8815B7DD7FD72D7807505769FBCC3DA;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;34016;7798123973044 VIN ARG CHAC CHAC CABERNET FRANC 750ML;22042100;;1102;200;911,54;;0;227,89;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;683,65;0,0165;11,28;683,65;0,076;51,96;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;E83E807AC9922194797E2474C1959A52;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;39362;7798353191522 VIN ARG CORDERO PIEL LOBO BLEND 750ML;22042100;;1102;200;1880,32;;0;470,08;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1410,24;0,0165;23,27;1410,24;0,076;107,18;;;;;;;;;;
C170;09/2025-67903807000105;BEF1FBDA79B2C62FCF832CA643BDF419;4FCCEC82B9D49B9F43374F65B58079E3;55;35250926337396000150550010000312731963164522;31273;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000274;JASP ARMAZENAGEM E TRANSPORTES LTDA;78998572957072;7798074860240 VIN ARG EL PORTILLO MALB 15 TT 750ML;22042100;;1102;000;569,77;;0;142,44;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;427,33;0,0165;7,05;427,33;0,076;32,48;;;;;;;;;;
